Sheher,Marka,Model,Buraxilish ili,Ban novu,Reng,Muherrikin hecmi,Muherrikin gucu,Yanacaq novu,Yurush,Suretler qutusu,Oturucu,Yeni,Qiymet,Extra Info,Seller comment
Bakı,Mercedes,C 200,1998,Sedan,Ağ,2.0 L,136 a.g.,Benzin,325 000 km,Avtomat,Arxa,Xeyr,12500 AZN,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Yan pərdələr,Oturacaqların ventilyasiyası",Masin yaxsi veziyetdedi  Ureyiniz harda isesez  yoxlata bilersiz
Bakı,Mercedes,C 180,1993,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,366 900 km,Avtomat,Arxa,Xeyr,8800 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner","Maşın zavod maşındır heç bir problemı yoxdur vuruğu udarı qəti olmayıb, kraskaya ehtiyyac yoxdu şekildə necə görünürsə elədə vəziyətdədir alt hissədidə üstü kimi təmizdir, səndələr hamısı qaydasındadir , cərməsidə yoxdur .Bir sözlə təmiz maşındır.Mator most korobka super vəziyətdədir.Alan sürəcək özü qiymət verəcək.Harda istəsəniz yoxlada bilərsiz   QIYMET YALNIZ MAŞİNA BAXADAN SONRA  CUZİ RAZİLAŞMAQ OLAR  MAŞİN OZ ADİMADİR  MAŞİN ŞÜVƏLANDADIR"
Bakı,Mercedes,C 180,1998,Universal,Qara,1.8 L,122 a.g.,Benzin,352 541 km,Mexaniki,Arxa,Xeyr,9800 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi",Masin super vezyete vuruqu udari yoxdu bidene tenti ximcistkadan sora salanib 100 manatabalikantar cekiler 
Bakı,Mercedes,C 180,1995,Sedan,Qara,1.8 L,122 a.g.,Benzin,315 687 km,Mexaniki,Ön,Xeyr,7000 AZN,Kreditdədir,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Ksenon lampalar,Yan pərdələr,Oturacaqların ventilyasiyası"
Bakı,Mercedes,C 180,1999,Sedan,Göy,1.8 L,122 a.g.,Benzin,214 145 km,Avtomat,Arxa,Xeyr,11850 AZN,"Yüngül lehimli disklər,ABS,Kondisioner","Tekerler teze,akumlyator yeni.Udari curuyu pasi yoxdur.Takside istifade olunmayib.Butun rasxodlar odenilib.cox ekonomik mawindir,benzin serfiyati azdir.Bezi mawinlar kimi mexaniki olub avtomat olanlardan deyil arginal avtomatdi.nemkadir
Razilawma mumkundur"
Bakı,Mercedes,C 240,1998,Universal,Qara,2.4 L,170 a.g.,Benzin,220 000 km,Avtomat,Arxa,Xeyr,10300 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Oturacaqların ventilyasiyası",Maşın yaxşı vəziyyətdədir. 4 təzə təkər. Probeq orjinal. Heç bir xərc tələb etmir. 
Neftçala,Mercedes,C 220,1998,Sedan,Yaşıl,2.2 L,143 a.g.,Dizel,236 798 km,Avtomat,Arxa,Xeyr,13500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner",Masin ela veziyyetdedir cox baximli masindir teze tekerler akulimyator 1aydir teze qoyulub temiz seliqeli salonu var ideal veziyyetdedir 100 klm re 6 litir yanacaq serf edir eleqansdir panarama luk sadece pul lazim oldugu ucun satiram
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN,Kreditdədir,Barter mümkündür
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN,Kreditdədir,Barter mümkündür
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $,Barter mümkündür,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası,Yan pərdələr,Oturacaqların ventilyasiyası"
Bakı,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,200 000 km,Avtomat,Arxa,Xeyr,11200 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Dəri salon,Ksenon lampalar","Maşın Təcili satılır. əla vəziyyətdədir.heç bir problemi yoxdu. 2.3 kompressor. AMG disklər.4 təzə təkər. mator,karobka,perodok əladi.gündəlik sürülən maşındi.harda isdəsəz yoxlatdıra bilərsiz.xahiş olunur yalnız real alıcılar narahat eləsin.real alıcı ilə qiymətdə razılaşmaq olar."
Bakı,Mercedes,C 180,1995,Sedan,Ağ,1.8 L,122 a.g.,Benzin,456 185 km,Avtomat,Arxa,Xeyr,10200 AZN,Kreditdədir,Barter mümkündür
Bakı,Mercedes,C 230,2006,Sedan,Ağ,2.3 L,205 a.g.,Benzin,192 145 km,Avtomat,Arxa,Xeyr,18500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Oturacaqların ventilyasiyası",Maşının  tam ideal vəziyyətdədir heç bir xərc tələb etmir.Maşın  ailə maşını kimi istifadə olunub.Qaraj şəraitində saxlanılıb.Maşının probeqi orginaldı.Real alıcılara maşına baxdıqdan sora cüzi endirim olacaq.
Bakı,Mercedes,C 220,1995,Sedan,Qara,2.2 L,146 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,9500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Yan pərdələr",Mawinin hecbir problemi yoxdu almanyadan gelennen mendedi tecili satilir
Bakı,Mercedes,C 240,1999,Sedan,Qara,2.4 L,170 a.g.,Benzin,183 000 km,Avtomat,Arxa,Xeyr,11800 AZN,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Oturacaqların ventilyasiyası","Masin ela veziyyetdedir,hec bir xerc teleb etmir,temiz nemkadir,real alicilar narahat etsin!!!"
Şirvan,Mercedes,C 180,1994,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,290 000 km,Mexaniki,Arxa,Xeyr,7900 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Ksenon lampalar","masin avtomat karobkadir mexanika sef yazilib.Maşın zavod maşındır heç bir problemı yoxdur vuruğu udarı qəti olmayıb, kraskaya ehtiyyac yoxdu şekildə necə görünürsə elədə vəziyətdədir alt hissədidə üstü kimi təmizdir, 4 təzə disk təkər , səndələr hamısı qaydasındadir , cərməsidə yoxdur .Bir sözlə təmiz maşındır.Mator most korobka super vəziyətdədir.Alan sürəcək özü qiymət verəcək.Harda istəsəniz yoxlada bilərsiz. hava filtiliyasiyası"
Bakı,Mercedes,C 200,1997,Sedan,Qara,2.0 L,136 a.g.,Benzin,22 000 km,Avtomat,Arxa,Xeyr,11500 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Yan pərdələr,Oturacaqların ventilyasiyası",
Bakı,Mercedes,C 200,2000,Sedan,Gümüşü,2.0 L,170 a.g.,Benzin,200 000 km,Avtomat,Arxa,Xeyr,12500 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon"
Ağcabədi,Mercedes,C 180,1997,Sedan,Göy,1.8 L,122 a.g.,Benzin,388 500 km,Avtomat,Arxa,Xeyr,11500 AZN,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Kondisioner",maşın idiyal vezyetdedir 2-3 dene detalda kraska var qetiyen udar olmayıb tekerleri mişelindi diski 16 lıkdı
Bakı,Mercedes,C 180,1996,Sedan,Yaş Asfalt,1.8 L,122 a.g.,Benzin,371 792 km,Avtomat,Arxa,Xeyr,8500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner","2008-ci ildə Almaniyadan gəlib və 2009-cu ildən bizdədir (Ancaq Bakıda sürülüb). Mühərrik, karopka, elektronika əla vəziyyətdədir. Mühərrikin yağına vaxtında, bahalı yağlarla qulluq olunub, bütün filtirlər vaxtında dəyişilib.  Maşının udarı olmayıb. Kondisioner və digər hər şey işlək vəziyyətdədir. Yalnız kosmetik işlərə ehtiyacı var. 10 il ərzində bizi heç bir xərcə salmayıb. Rasxodnikləri həmişə vaxtında, orginal detallarla əvəz olunub. Taksiyə sürülməyib, ailə maşını olub. Mühərriki və karopkası təmiz maşın axtaranlar üçün. Yalnız ciddi şəxslər saat 22:00-dan gec olmayaraq zəng vura bilər."
Bakı,Mercedes,C 230,1997,Sedan,Göy,2.3 L,150 a.g.,Benzin,183 000 km,Avtomat,Arxa,Xeyr,9700 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Dəri salon,Yan pərdələr",Mawin hec bir problemi yoxdu gundelik surulen mawindi. Mawina hefte ici saat 17:00 dan sonra ehmedli metrosun yaxinliqda baxmaq olar. Istenilen wexs istenilen usta gorsede biler. Real alicilar narahat etsin. Qiymetde cuzi endirim olcaq real aliciya. 
Bakı,Mercedes,C 180,1997,Sedan,Göy,1.8 L,122 a.g.,Benzin,209 500 km,Avtomat,Arxa,Xeyr,10750 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner",masin oz masinimdi oz adimadi .6 ildi mendedi  .prabeq arginal
Bakı,Mercedes,C 220,1995,Sedan,Boz,2.2 L,150 a.g.,Benzin,300 000 km,Mexaniki,Arxa,Xeyr,8250 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Kondisioner,Yan pərdələr",masin hergun surulen masindi hecbir prablem yoxdur demey olarki.. sadece tekerler biraz zeifdi..
Bakı,Mercedes,C 220,1996,Sedan,Qara,2.2 L,146 a.g.,Benzin,400 000 km,Avtomat,Arxa,Xeyr,8000 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Dəri salon,Yan pərdələr"
Bakı,Mercedes,C 180,1998,Universal,Qara,2.2 L,122 a.g.,Benzin,396 000 km,Mexaniki,Arxa,Xeyr,8700 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner"
Şirvan,Mercedes,C 220,1998,Universal,Qırmızı,2.2 L,146 a.g.,Dizel,679 290 km,Avtomat,Arxa,Xeyr,11800 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner,Yan pərdələr","Salam. Masin normal veziyyetdedi,gundelik surulen masindi. Bu gunki gun hec bir problemi yoxdu. Masina baxdiqdan sonra qiymet sohbeti etmek olar. Masin Sirvandadir."
Bakı,Mercedes,C 180,1994,Sedan,Yaş Asfalt,1.8 L,122 a.g.,Benzin,353 300 km,Avtomat,Arxa,Xeyr,7000 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru","Mator,karaopka,most yaxsi veziyyetdedi.Pula  ehtiyacim oldugu ucun   aldigimdan  da ucuz qiymete satiram. Real alicilar zeng elesin."
Bakı,Mercedes,C 230,1999,Sedan,Ağ,2.3 L,150 a.g.,Benzin,170 000 km,Avtomat,Arxa,Xeyr,13300 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası,Yan pərdələr,Oturacaqların ventilyasiyası",Salam maşın ideal vəziyyətdədi cüzi kasmetk işi var pulundan çıxaram təkərlər yenisi yağın yeni dəyişmişəm qalan heç xərc istəmir qiymətini maşının yanında az düşərəm
Sumqayıt,Mercedes,C 180,2003,Sedan,Gümüşü,1.8 L,136 a.g.,Benzin,335 000 km,Avtomat,Arxa,Xeyr,12000 AZN,"ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Yan pərdələr",təcili satılır reyal alıcəlar zəng etsin.
Bakı,Mercedes,C 230,1997,Sedan,Ağ,2.3 L,150 a.g.,Benzin,240 000 km,Avtomat,Arxa,Xeyr,10500 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Dəri salon"
Bakı,Mercedes,C 230,1997,Sedan,Ağ,2.3 L,150 a.g.,Benzin,248 500 km,Avtomat,Arxa,Xeyr,8900 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Dəri salon",Sade matordu lazer acar
Mingəçevir,Mercedes,C 200,1999,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,411 170 km,Avtomat,Arxa,Xeyr,10700 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Arxa görüntü kamerası,Yan pərdələr"
Ağcabədi,Mercedes,C 200,2000,Sedan,Ağ,2.0 L,136 a.g.,Benzin,166 333 km,Avtomat,Arxa,Xeyr,13333 AZN,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Ksenon lampalar,Yan pərdələr",Masın ideal vəziyyətdədir.Öz maşınımdır.Alverçi deyiləm.Şəkildə necədir elədi.Nömrəsiz satilir.
Masallı,Mercedes,C 250,1989,Sedan,Göy,2.5 L,150 a.g.,Dizel,721 000 km,Mexaniki,Arxa,Xeyr,7000 AZN,"Yüngül lehimli disklər,ABS,Lyuk",masin yaxsi beziyetdedir tekerler tezedir....................................
Bakı,Mercedes,C 180,1995,Sedan,Göy,1.8 L,122 a.g.,Benzin,380 000 km,Avtomat,Ön,Xeyr,10400 AZN,Kreditdədir,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Oturacaqların isidilməsi,Ksenon lampalar,Yan pərdələr"
Bakı,Mercedes,C 240,2000,Sedan,Qara,2.6 L,177 a.g.,Benzin,200 000 km,Avtomat,Arxa,Xeyr,12800 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Ksenon lampalar,Arxa görüntü kamerası,Yan pərdələr,Oturacaqların ventilyasiyası",Masin ideal veziyyetdedir.  masina yasamalda baxmaq olar.
Bakı,Mercedes,C 200,2000,Sedan,Qara,2.0 L,136 a.g.,Benzin,230 000 km,Avtomat,Arxa,Xeyr,11800 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Arxa görüntü kamerası,Yan pərdələr,Oturacaqların ventilyasiyası",Maşın öz adımadirır .təcili satıram.masinda heç bir problem yoxdur
Bakı,Mercedes,C 230,2000,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,250 000 km,Avtomat,Arxa,Xeyr,12500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Dəri salon,Oturacaqların ventilyasiyası","Salam. Maşın saz vəziyyətdədir, bəzi yerlərində yüngül kosmetikaya ehtiyyac var.Oturacaqların vəziyyəti klima-kontrol idarə edilir(önə,arxaya,yuxarı,aşağı,bel söykənən yeri də). Yan güzgülər elektron düymələrlə idarə olunur. Ön və arxa yan şüşələrin vəziyyəti də düynələrlə idarə olunur. Şəkildəki ayaqaltıdan(qış) əlavə zavadskoy (yay) ayaqaltı da üstündə verilir. Max sürət 260 km\saat.  Real alıcıya endirim olacaq!"
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $,Barter mümkündür,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası,Yan pərdələr,Oturacaqların ventilyasiyası"
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN,Kreditdədir,Barter mümkündür
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN,Kreditdədir,Barter mümkündür
Bakı,Mercedes,C 250,2014,Sedan,Ağ,1.8 L,204 a.g.,Benzin,55 000 km,Avtomat,Arxa,Xeyr,20800 $,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası","Yeni gelib, Azerbaycanda surulmeyib, qetiyyen problemi yoxdu harda isteseniz yoxlatdira bilersiz,original probeq, chox ekanom masindi, qiymetde razilashmaq olar."
Bakı,Mercedes,C 280,1995,Sedan,Qara,2.8 L,193 a.g.,Benzin,394 000 km,Avtomat,Arxa,Xeyr,6900 AZN,Kreditdədir,Barter mümkündür
Bakı,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,200 000 km,Avtomat,Arxa,Xeyr,11200 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Dəri salon,Ksenon lampalar","Maşın Təcili satılır. əla vəziyyətdədir.heç bir problemi yoxdu. 2.3 kompressor. AMG disklər.4 təzə təkər. mator,karobka,perodok əladi.gündəlik sürülən maşındi.harda isdəsəz yoxlatdıra bilərsiz.xahiş olunur yalnız real alıcılar narahat eləsin.real alıcı ilə qiymətdə razılaşmaq olar."
Bakı,Mercedes,C 180,1995,Sedan,Ağ,1.8 L,122 a.g.,Benzin,456 185 km,Avtomat,Arxa,Xeyr,10200 AZN,Kreditdədir,Barter mümkündür
Zaqatala,Mercedes,C 280,1998,Sedan,Mavi,2.8 L,220 a.g.,Benzin,286 000 km,Avtomat,Arxa,Xeyr,12000 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Yan pərdələr"
Bakı,Mercedes,C 200,2000,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,10500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar",Etrafli telfonda başa sala bilerem .
Şuşa,Mercedes,C 280,1995,Sedan,Qara,2.8 L,193 a.g.,Benzin,349 650 km,Avtomat,Arxa,Xeyr,7200 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi"
Sumqayıt,Mercedes,C 200,2000,Sedan,Ağ,2.0 L,170 a.g.,Benzin,230 000 km,Avtomat,Arxa,Xeyr,12700 AZN,Kreditdədir,Barter mümkündür
Bakı,Mercedes,C 180,1994,Sedan,Qızılı,1.8 L,122 a.g.,Benzin,280 000 km,Mexaniki,Tam,Xeyr,6500 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Dəri salon,Ksenon lampalar,Yan pərdələr",salam masin ela vezyetdedi 100 man xerci var nezere alinacax 
Bərdə,Mercedes,C 230,1997,Hetçbek / Liftbek,Qızılı,2.3 L,150 a.g.,Benzin,645 000 km,Avtomat,Arxa,Xeyr,9700 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Oturacaqların ventilyasiyası"
Ucar,Mercedes,C 200,1997,Sedan,Qızılı,2.0 L,136 a.g.,Benzin,286 143 km,Avtomat,Arxa,Xeyr,10500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon","salam mawin əla veziyyededi. Hec problemi Yoxdu.Mator,most,karobka əla veziyyededi.probeq őz probeqidi. Űreyiniz Harda isdiyir Yoxlada bilersiniz. .Maşin Ucardadı Isdiyən Gelib Baxsin.."
Astara,Mercedes,C 180,1996,Sedan,Yaşıl,1.8 L,122 a.g.,Benzin,322 222 km,Avtomat,Arxa,Xeyr,8200 AZN,"ABS,Lyuk,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların ventilyasiyası",Salam mawin her gun surulur  ela veziyetedi  zenq edin razlawarik 
Gəncə,Mercedes,C 180,1999,Sedan,Göy,1.8 L,122 a.g.,Benzin,215 800 km,Avtomat,Arxa,Xeyr,12000 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Ksenon lampalar,Oturacaqların ventilyasiyası",maşin ela veziyyetdedi hec bir xərci yoxdur her bir hissesi islek veziyyetdedi tekerleri tezedi vuruqu udari pasi qetiyyen yoxdu. salon seliqelidi. senedleri qaydasindadir. 
Bakı,Mercedes,C 200,1998,Sedan,Göy,2.0 L,136 a.g.,Benzin,325 000 km,Avtomat,Arxa,Xeyr,12300 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların ventilyasiyası",Temiz nemka hec bir problemi yoxduu vurugu udari olmayib luk panarama arxa qabaq ariginal radar sonradan qoyulma deyill capilmiw takside iwlenmiw mawinlarla perekitkalarla muqayise etmeyinn
Bakı,Mercedes,C 180,1996,Sedan,Qara,1.8 L,122 a.g.,Benzin,340 000 km,Mexaniki,Arxa,Xeyr,8300 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Yan pərdələr"
Bakı,Mercedes,C 320,2000,Sedan,Bənövşəyi,3.2 L,218 a.g.,Benzin,241 000 km,Avtomat,Arxa,Xeyr,10500 AZN,"ABS,Lyuk,Yağış sensoru,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon","Nemka,Avantgarde,9 ildir mendedi,2009 ilde mobile.de saytindan en bahalasini secmisdim,cox dozumlu ve dusherli oldu,mashinin kitabcasi,hansi yaglardan istifade edildiyi qeyd olunub.Olkeni terk elediyime gore satiram,nomre islemese whats uppa yazin."
Gəncə,Mercedes,C 180,1999,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,234 699 km,Avtomat,Arxa,Xeyr,10900 AZN,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Kondisioner",Mawin ela veziyyetdedir. Elave soze ehtiyac yoxdur. Wekildende gorunduyu kimi ideal veziyyetdedir. Capilmiw mawin deyil. Probeq orginaldir. Elave xerc teleb etmir klimat kontroldu. Her bir funksiyasi iwlekdir. Qiymetde endirim olacaq
Gəncə,Mercedes,C 200,1997,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,322 500 km,Avtomat,Arxa,Xeyr,12500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Arxa görüntü kamerası,Oturacaqların ventilyasiyası",Nemka ela vezyetde.Orginal gediw.Mawin 2ile yaxindi ozumdedi.Udarsiz salamat masin isteyen elaqe saxlasin.Her wey iwlek vezyetde.Senetler qaydasinda.Real alicilar elaqe saxlasin
Sumqayıt,Mercedes,C 230,1999,Sedan,Qara,2.3 L,150 a.g.,Benzin,164 383 km,Avtomat,Arxa,Xeyr,10800 AZN,"ABS,Lyuk,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Oturacaqların ventilyasiyası",Tecili satiram masin oz adimadi hec bir problemi yoxdu az surulub Pula exditac var ona gore satiram mawin hec bir xerc teleb etmir sadece. Kasmetika iwi var mawinda udar soxbeti yoxdu harda isdeyirsiz yoxlada bilersiz Reyal aliciya endirim olacaq!!!
Bakı,Mercedes,C 230,1999,Sedan,Göy,2.3 L,150 a.g.,Benzin,195 000 km,Avtomat,Arxa,Xeyr,11000 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Oturacaqların ventilyasiyası"
Bakı,Mercedes,C 180,1997,Universal,Qara,1.8 L,122 a.g.,Benzin,242 559 km,Mexaniki,Arxa,Xeyr,10000 AZN,"ABS,Mərkəzi qapanma,Park radarı,Kondisioner",Salonun obshivkasi sokulub. Masin 97 dekabirdi ili 98 sayilir. basqa problemide yoxdur
Bakı,Mercedes,C 180,1998,Sedan,Göy,1.8 L,122 a.g.,Benzin,220 000 km,Avtomat,Arxa,Xeyr,11200 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Yağış sensoru,Kondisioner,Ksenon lampalar,Yan pərdələr,Oturacaqların ventilyasiyası"
Sumqayıt,Mercedes,C 220,1999,Universal,Gümüşü,2.2 L,143 a.g.,Dizel,380 000 km,Avtomat,Arxa,Xeyr,12700 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner","Maşın ideal vəziyyətdədir (udarı, vuduğu, çürüyü və bu kimi hallar yoxdur). Motoru, xodovoyu və sürət qutusu əla vəziyyətdədir. Şəkillərdən də göründüyü kimi 4 ədəd təzə təkəri var, eyni zamanda 4 ədəd şüşə qaldırıcısı mövcuddur."
Bakı,Mercedes,C 250,2013,Sedan,Qara,2.0 L,211 a.g.,Benzin,69 203 km,Avtomat,Arxa,Xeyr,20400 $,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Arxa görüntü kamerası,Yan pərdələr,Oturacaqların ventilyasiyası"
Bakı,Mercedes,C 200,1999,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,260 765 km,Avtomat,Arxa,Xeyr,11500 AZN,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Ksenon lampalar,Yan pərdələr","masin yaxsi vezyittedir,udari vurugu,curuyu yoxdur. Ciddi shexsler zenq vursun."
Göyçay,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,218 000 km,Avtomat,Arxa,Xeyr,12000 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Dəri salon,Arxa görüntü kamerası,Yan pərdələr",Tecili satılır yaxşı veziyyetdedir
Bakı,Mercedes,C 180,1995,Sedan,Gümüşü,1.8 L,135 a.g.,Benzin,395 000 km,Avtomat,Arxa,Xeyr,8700 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Park radarı,Kondisioner,Yan pərdələr",Maşının heç bir problemi yoxdur . Bütün rasxodnikləri ödənilib ...
